"1","Fresh Capsicum","We are committed to sustainable farming practices, utilizing environmentally friendly methods to grow our capsicums, reducing carbon footprint.","simple","1 KG","1000","99","4","3.8","5","","","","","","","1","1","","","VEG01","","in_stock","Farm-Fresh Green Capsicum","18","8","","","","1","1","1","1","1","fresh-capsicum","1","3","1","1","2023-08-24T08:52:33.000000Z","2","","","","","564.89","[0,0,0,0,0]","",""
"132","Stainless Steel Coffee Maker","The elegant stainless steel construction adds a touch of sophistication to any kitchen or office space, making it a perfect addition to your countertop.","simple","1 Item","2300","199","30","27.9","7","","","","","","","1","1","","","ELEC02","","in_stock","Stainless Steel Coffee Maker","1399","1399","","","","1","1","1","1","1","stainless-steel-coffee-maker","1","13","1","1","2023-09-09T09:05:50.000000Z","2","","","","","735.76","[0,0,0,0,0]","",""
"133","Convection Microwave Oven","Whether you want to defrost, bake, roast, grill, or simply reheat leftovers, our oven offers a variety of cooking modes to suit your needs.","simple","1 Item","2300","380","49","42.63","13","","","","","","","1","1","","","ELEC03","","in_stock","Convection Microwave Oven","1397","1397","","","","1","1","1","1","1","convection-microwave-oven","1","13","1","1","2023-09-09T09:09:28.000000Z","","","","","","","[0,0,0,0,0]","",""
"134","Portable LED Projector","The projector's portable design allows for easy transportation and setup, making it perfect for both indoor and outdoor use.","simple","1 Item","1290","230","36","31.68","12","","","","","","","1","1","","","ELEC04","","in_stock","Portable LED Projector","1389","1389","","","","1","1","1","1","1","portable-led-projector","1","13","1","1","2023-09-09T09:15:38.000000Z","","","","","","","[0,0,0,0,0]","",""
"135","Adjustable Desk Lamp","Designed with a non-flickering light source and a glare-free panel, this desk lamp reduces eye strain and provides a comfortable lighting experience for long hours of work or study.","simple","1 Item","260","138","20","15.4","23","","","","","","","1","1","","","ELEC05","","in_stock","Adjustable Desk Lamp","1386","1386","","","","1","1","1","1","1","adjustable-desk-lamp","1","13","1","1","2023-09-09T09:24:08.000000Z","","","","","","","[0,0,0,0,0]","",""
"136","Top-rated Refrigerator","Enjoy ample storage space with this refrigerator's generous capacity, perfect for families or those who like to stock up on groceries.","simple","1 Item","3708","340","58","50.46","13","","","","","","","1","1","","","ELEC06","","in_stock","Top-rated Refrigerator","1379","1379","","","","1","1","1","1","1","top-rated-refrigerator","1","13","1","1","2023-09-09T09:34:59.000000Z","","","","","","","[0,0,0,0,0]","",""
"137","Elegant Wall Clock","The classic and elegant design of our wall clock complements a wide range of interior styles, making it a versatile addition to any room.","simple","1 Item","340","139","14","10.78","23","","","","","","","1","1","","","ELEC07","","in_stock","Elegant Wall Clock","1375","1375","","","","1","1","1","1","1","elegant-wall-clock","1","13","1","1","2023-09-09T09:42:54.000000Z","","","","","","","[0,0,0,0,0]","",""
"138","Training Ball","Suitable for a wide range of sports, including football, basketball, volleyball, and more, making it a versatile choice for athletes of all ages.","simple","1 Item","400","90","3","2.7","10","","","","","","1","","1","","","SPO01","","in_stock","Training Ball","1056","1056","","","","1","1","1","1","1","training-ball","1","14","1","1","2023-09-12T08:46:51.000000Z","","","","","","","[0,0,0,0,0]","",""
"139","Premium Dumbbells","With a wide range of weight options available, our dumbbells allow users to customize their workouts and target different muscle groups.","simple","1 Pair","5000","90","5","4.25","15","","","","","","1","","1","","","SPO02","","in_stock","Premium Dumbbells","1370","1370","","","","","1","1","","","premium-dumbbells","1","14","1","1","2023-09-12T09:05:41.000000Z","","","","","","","[0,0,0,0,0]","",""
"140","Fitness Gloves","With adjustable straps, our gloves offer a secure and customized fit, catering to different hand sizes and ensuring a snug grip.","simple","1 Pair","400","70","4","3.8","5","","","","","","1","","1","","","SPO03","","in_stock","Fitness Gloves","1364","1364","","","","1","1","1","1","1","fitness-gloves","1","14","1","1","2023-09-12T09:10:19.000000Z","","","","","","","[0,0,0,0,0]","",""
"141","Kettlebell Weights","Kettlebell weights offer a wide range of exercises, making them suitable for various workouts and targeting multiple muscle groups.","simple","1 Pair","5000","80","7","6.65","5","","","","","","1","","1","","","SPO04","","in_stock","Kettlebell Weights","1076","1076","","","","1","1","1","1","1","kettlebell-weights","1","14","1","1","2023-09-12T09:15:19.000000Z","","","","","","","[0,0,0,0,0]","",""
"142","Wooden Baseball Bat","The bat features an ergonomic handle grip, providing players with a comfortable and secure hold, promoting better swing mechanics and reducing fatigue.","simple","1 Item","500","80","12","10.8","10","","","","","","1","","1","","","SPO05","","in_stock","Wooden Baseball Bat","1083","1083","","","","1","1","1","1","1","wooden-baseball-bat","1","14","1","1","2023-09-12T09:18:17.000000Z","","","","","","","[0,0,0,0,0]","",""
"143","Premium Hockey Stick","The stick's carefully calibrated flex delivers enhanced puck feel and responsiveness, allowing for improved stick handling skills.","simple","1 Item","450","70","15","14.25","5","","","","","","1","","1","","","SPO06","","in_stock","Premium Hockey Stick","1087","1087","","","","1","1","1","1","1","premium-hockey-stick","1","14","1","1","2023-09-12T09:21:00.000000Z","","","","","","","[0,0,0,0,0]","",""
"144","Roller Skates","Designed with ergonomics in mind, our roller skates offer a comfortable fit that allows users to enjoy extended periods of skating without discomfort or pain.","simple","1 Pair","400","90","18","15.3","15","","","","","","1","","1","","","SPO07","","in_stock","Roller Skates","1090","1090","","","","1","1","1","1","1","roller-skates","1","14","1","1","2023-09-12T09:24:35.000000Z","","","","","","","[0,0,0,0,0]","",""
"145","Lightweight Skateboard","Crafted from top-quality materials, this skateboard offers exceptional durability, ensuring it withstands the test of time and the toughest tricks.","simple","1 Item","450","70","9","9","","","","","","","1","","1","","","SPO08","","in_stock","Lightweight Skateboard","1096","1096","","","","1","1","1","1","1","lightweight-skateboard","1","14","1","1","2023-09-12T09:27:23.000000Z","","","","","","","[0,0,0,0,0]","",""
"146","Diving Flippers","These diving flippers are designed to provide superior propulsion and maneuverability, allowing users to swim faster and dive deeper.","simple","1 Pair","400","70","15","15","","","","","","","1","","1","","","SPO09","","in_stock","Diving Flippers","1103","1103","","","","1","1","1","1","1","diving-flippers","1","14","1","1","2023-09-12T09:30:36.000000Z","","","","","","","[0,0,0,0,0]","",""
"147","Bowling Pins","Our bowling pins feature a textured surface that offers optimal grip, allowing bowlers to achieve better control over their shots.","simple","20 Pins","600","50","18","18","","","","","","","1","","1","","","SPO10","","in_stock","Bowling Pins","1108","1108","","","","1","1","1","1","1","bowling-pins","1","14","1","1","2023-09-12T09:34:45.000000Z","","","","","","","[0,0,0,0,0]","",""
"148","Sports Rackets","With our Sports Rackets, customers can experience improved control and power in their gameplay, enabling them to achieve their best performance on the court.","simple","1 Pair","400","80","6","6","","","","","","","1","","1","","","SPO11","","in_stock","Sports Rackets","1112","1112","","","","1","1","1","1","1","sports-rackets","1","14","1","1","2023-09-12T09:45:02.000000Z","","","","","","","[0,0,0,0,0]","",""
"149","Rugby Ball","The vibrant colors and clear markings on the ball make it highly visible on the field, reducing the chances of losing sight of the ball during gameplay.","simple","","","50","6","6","","","","","","","1","","1","","","SPO12","","in_stock","Rugby Ball","1117","1117","","","","1","1","1","1","1","rugby-ball","1","14","1","1","2023-09-12T09:48:13.000000Z","","","","","","","[0,0,0,0,0]","",""
"150","Sports Helmet","Crafted from high-quality materials, our sports helmet is built to withstand the rigors of intense physical activity, ensuring long-lasting performance.","simple","1 Item","400","60","10","10","","","","","","","1","","1","","","SPO13","","in_stock","Sports Helmet","1122","1122","","","","1","1","1","1","1","sports-helmet","1","14","1","1","2023-09-12T09:50:55.000000Z","","","","","","","[0,0,0,0,0]","",""
"151","Boxing Gloves","The gloves feature a mesh palm area, allowing for better airflow and keeping your hands cool and comfortable during workouts.","simple","1 Pair","300","60","12","10.8","10","","","","","","1","","1","","","SPO14","","in_stock","Boxing Gloves","1125","1125","","","","1","1","1","1","1","boxing-gloves","1","14","1","1","2023-09-12T09:55:21.000000Z","","","","","","","[0,0,0,0,0]","",""
"152","Men Cotton Shorts","The cotton fabric dries quickly, making these shorts ideal for water activities or sweaty workouts.","simple","1 Item","200","167","16","13.92","13","","","","","","","1","1","","","FAS15","","in_stock","Men Cotton Shorts","1351","1351","","","","1","1","1","1","1","men-cotton-shorts","1","15","1","1","2023-09-18T06:47:41.000000Z","","","","","","","[0,0,0,0,0]","",""
"153","Women Quilted Sling Bag","The bag is equipped with multiple compartments and pockets, providing convenient organization for your belongings.","simple","1 Item","300","80","18","15.3","15","","","","","","1","","1","","","FAS14","","in_stock","Women Quilted Sling Bag","1329","1329","","","","1","1","1","1","1","women-quilted-sling-bag","1","15","1","1","2023-09-18T07:07:58.000000Z","","","","","","","[0,0,0,0,0]","",""
"154","Solid Casual Shirt","Perfect for both formal and casual occasions, adding a touch of sophistication to any outfit.","simple","1 Item","200","79","4","4","","","","","","","1","","1","","","FAS01","","in_stock","Solid Casual Shirt","1290","1290","","","","1","1","1","1","1","solid-casual-shirt","1","15","1","1","2023-09-18T07:11:52.000000Z","1","","","","","39.98","[0,0,0,0,0]","",""
"155","Loose Fit Shirt","Choose from a range of attractive colors to suit your personal style and preferences.","simple","1 Item","200","90","5","5","","","","","","","1","","1","","","FAS02","","in_stock","Loose Fit Shirt","1294","1294","","","","1","1","1","1","1","loose-fit-shirt","1","15","1","1","2023-09-18T07:15:56.000000Z","","","","","","","[0,0,0,0,0]","",""
"156","Pointed-Toe Kitten Heeled Sandals","Our Pointed-Toe Kitten Heeled Sandals have received rave reviews from satisfied customers, attesting to their quality, comfort, and overall appeal.","simple","1 Item","230","49","19","17.48","8","","","","","","","1","1","","","FAS13","","in_stock","Pointed-Toe Kitten Heeled Sandals","1326","1326","","","","","","1","","","pointed-toe-kitten-heeled-sandals","1","15","1","1","2023-09-18T07:24:34.000000Z","","","","","","","[0,0,0,0,0]","",""
"157","Solid Lounge Tshirts","Our Solid Lounge Tshirts are made from premium fabrics, ensuring durability and long-lasting comfort.","simple","1 Item","250","70","3","2.91","3","","","","","","1","","1","","","FAS03","","in_stock","Solid Lounge Tshirts","1310","1310","","","","1","1","1","1","1","solid-lounge-tshirts","1","15","1","1","2023-09-18T07:25:09.000000Z","","","","","","","[0,0,0,0,0]","",""
"158","Solid Cotton Tshirts","These T-shirts offer a timeless and classic look that can be easily dressed up or down, making them perfect for any occasion.","simple","1 Item","200","60","3","2.85","5","","","","","","1","","1","","","FAS04","","in_stock","Solid Cotton Tshirts","1313","1313","","","","1","1","1","1","1","solid-cotton-tshirts","1","15","1","1","2023-09-18T07:29:00.000000Z","","","","","","","[0,0,0,0,0]","",""
"159","Striped Cowboy Hat","The wide brim of our hat provides excellent coverage, protecting you from harmful UV rays while outdoors.","simple","1 Item","250","59","15","14.7","2","","","","","","1","","1","","","FAS12","","in_stock","Striped Cowboy Hat","1333","1333","","","","1","1","1","1","1","striped-cowboy-hat","1","15","1","1","2023-09-18T07:33:55.000000Z","1","","","","","39.98","[0,0,0,0,0]","",""
"160","Solid Hooded Sweatshirt","Offering a combination of quality, style, and affordability, the Solid Hooded Sweatshirt provides customers with great value for their money.","classified","1 Item","350","21","6","5.64","6","1","","","","","1","","1","","","FAS05","1","in_stock","Solid Hooded Sweatshirt","1267","1267","1437","Delivery is expected within 5-7 days.","Hassle free 7, 15 and 30 days return might be available","","1","1","1","1","solid-hooded-sweatshirt","1","15","1","1","2023-09-18T07:36:38.000000Z","1","","","","","96.24","[0,0,0,0,0]","[167,174,157,158,163,154]","[178,177,175]"
"161","Relaxed Fit Hoodie","The relaxed fit and versatile design make our hoodie a perfect layering piece for any outfit, adding a touch of warmth and style.","classified","1 Item","350","8","6","5.82","3","1","","","","","1","","1","","","FAS06","1","in_stock","Relaxed Fit Hoodie","1270","1270","1437","The delivery time frame is 5-7 days.","Hassle free 7, 15 and 30 days return might be available","","1","1","1","1","relaxed-fit-hoodie","1","15","1","1","2023-09-18T07:40:17.000000Z","7","","","","","799.63","[0,0,0,0,0]","[154,156,168,169,158,113]","[157,158,166]"
"162","Chelsea Boots","The Chelsea Boots require minimal maintenance, allowing customers to spend less time cleaning and more time enjoying them.","simple","1 Item","200","50","15","14.25","5","","","","","","","1","1","","","FAS11","","in_stock","Chelsea Boots","1348","1348","","","","1","1","1","1","1","chelsea-boots","1","15","1","1","2023-09-18T07:40:27.000000Z","","","","","","","[0,0,0,0,0]","",""
"163","Women Solid Blazer","Crafted from high-quality fabric, this blazer ensures durability, comfort, and a polished appearance that customers can rely on.","simple","1 Item","400","89","10","9","10","","","","","","1","","1","","","FAS07","","in_stock","Women Solid Blazer","1243","1243","","","","1","1","1","1","1","women-solid-blazer","1","15","1","1","2023-09-18T07:43:37.000000Z","1","","","","","39.98","[0,0,0,0,0]","",""
"164","Premium Blazer","With a focus on comfort, the Premium Blazer is designed to provide a relaxed fit and ease of movement, making it a pleasure to wear for extended periods.","classified","1 Item","450","17","11","9.9","10","1","","","","","1","","1","","","FAS08","1","in_stock","Premium Blazer","1247","1247","1437","The delivery time frame is 5-7 days.","Hassle free 7, 15 and 30 days return might be available.","","1","1","1","1","premium-blazer","1","15","1","1","2023-09-18T07:48:56.000000Z","2","","","","","118.59","[0,0,0,0,0]","[170,155,160,176,152,174]","[171,170,168]"
"165","Straight Fit Flat-Front Trousers","These trousers are designed to effortlessly transition from formal to casual occasions, making them a versatile addition to any wardrobe.","simple","1 Item","200","94","15","13.5","10","","","","","","","1","1","","","FAS16","","in_stock","Straight Fit Flat-Front Trousers","1343","1343","","","","1","1","1","1","1","straight-fit-flat-front-trousers","1","15","1","1","2023-09-18T07:51:11.000000Z","","","","","","","[0,0,0,0,0]","",""
"166","Solid Polo Tshirt","Made with breathable fabric, our Solid Polo Tshirt keeps you cool and comfortable all day long.","simple","1 Item","200","59","6","5.64","6","","","","","","1","","1","","","FAS09","","in_stock","Solid Polo Tshirt","1255","1255","","","","1","1","1","1","1","solid-polo-tshirt","1","15","1","1","2023-09-18T07:52:16.000000Z","","","","","","","[0,0,0,0,0]","",""
"167","Solid Collared Tshirts","Our t-shirts are available in different sizes and carefully tailored to ensure a comfortable and flattering fit for any body type.","classified","1 Item","300","","6","6","","","","","","","1","","1","","","FAS10","","out_of_stock","Solid Collared Tshirts","1260","1260","","Expect your delivery between 5 and 7 days.","Hassle free 7, 15 and 30 days return might be available.","","1","1","1","1","solid-collared-tshirts","1","15","1","1","2023-09-18T07:54:45.000000Z","","","","","","","[0,0,0,0,0]","",""
"168","Women Flared Jeans","The flared cut of these jeans adds a timeless and retro-inspired touch to any outfit, making them a wardrobe staple.","classified","1 Item","200","12","19","17.67","7","","","","","","1","1","1","","","FAS17","1","in_stock","Women Flared Jeans","1321","1321","1445","The delivery time frame is 5-7 days.","Hassle free 7, 15 and 30 days return might be available.","","1","1","1","1","women-flared-jeans","1","15","1","1","2023-09-18T07:57:35.000000Z","2","","","","","118.59","[0,0,0,0,0]","[162,176,175,177,156,152]",""
"169","Mini Bodycon Dress","Can be layered with different items to create stylish outfits all year round.","simple","1 Item","300","5","9","8.19","9","","","","","1","1","1","1","2023-9-1","2024-10-31","FAS23","","in_stock","Mini Bodycon Dress","1275","1275","","","","1","","1","1","1","mini-bodycon-dress","1","15","1","1","2023-09-18T08:02:01.000000Z","1","","","","","39.98","[0,0,0,0,0]","",""
"170","Women Straight Fit Jeans","Despite their exceptional quality and features, our women's straight fit jeans are offered at an affordable price, providing great value for your money.","simple","1 Item","140","129","23","19.78","14","","","","","","","1","1","","","FAS18","","in_stock","Women Straight Fit Jeans","1318","1318","","","","1","1","1","1","1","women-straight-fit-jeans","1","15","1","1","2023-09-18T08:10:21.000000Z","","","","","","","[0,0,0,0,0]","",""
"171","Women Flare Bell Bottom Jeans","These jeans can be easily dressed up or down, making them suitable for various occasions, from casual outings to more formal events.","simple","1 Item","139","127","24","18","25","","","","","","","1","1","","","FAS19","","in_stock","Women Flare Bell Bottom Jeans","1339","1339","","","","1","1","1","1","1","women-flare-bell-bottom-jeans","1","15","1","1","2023-09-18T08:17:20.000000Z","","","","","","","[0,0,0,0,0]","",""
"172","Women Oversized Shirt","This shirt features a versatile design that can be easily styled with various outfits, making it suitable for different occasions.","simple","1 Item","300","50","8","7.36","8","","","","","","1","","1","","","FAS24","","in_stock","Women Oversized Shirt","1296","1296","","","","1","1","1","1","1","women-oversized-shirt","1","15","1","1","2023-09-18T08:27:31.000000Z","","","","","","","[0,0,0,0,0]","",""
"173","Men Flip Flops","Available in a wide range of sizes, our flip flops cater to men with different foot sizes, ensuring a comfortable fit for everyone.","simple","1 Pair","700","79","5","4.75","5","","","","","","1","","1","","","FAS25","","in_stock","Men Flip Flops","1250","1250","","","","1","1","1","1","1","men-flip-flops","1","15","1","1","2023-09-18T09:39:00.000000Z","","","","","","","[0,0,0,0,0]","",""
"174","Essential Sports Shoes","Featuring advanced ventilation technology, our Essential Sports Shoes offer excellent breathability to keep your feet cool and dry during intense physical activities, reducing the chances of discomfort and odors.","simple","1 Pair","800","80","10","9","10","","","","","","1","","1","","","FAS26","","in_stock","Essential Sports Shoes","1281","1280","","","","1","1","1","1","1","essential-sports-shoes","1","15","1","1","2023-09-18T09:41:38.000000Z","","","","","","","[0,0,0,0,0]","",""
"175","Long Sleeve Top","Available in a range of colors, customers can choose their preferred shade to match their personal style and preferences.","simple","1 Item","120","136","12","9.72","19","","","","","","","1","","","","FAS20","","in_stock","Long Sleeve Top","1224","1224","","","","1","1","1","1","1","long-sleeve-top","1","15","1","1","2023-09-18T09:41:42.000000Z","1","","","","","96.24","[0,0,0,0,0]","",""
"176","Women Straw Hat","Our Women Straw Hat can be easily rolled or folded, making it convenient to pack and carry while traveling.","simple","1 Item","200","70","5","4.5","10","","","","","","1","","","","","FAS27","","in_stock","Women Straw Hat","1308","1308","","","","1","1","1","1","1","women-straw-hat","1","15","1","1","2023-09-18T09:43:48.000000Z","","","","","","","[0,0,0,0,0]","",""
"177","Women Polyester Activewear","Designed to keep you dry and comfortable during workouts, our activewear features moisture-wicking technology that wicks away sweat.","simple","1 Item","167","154","26","22.36","14","","","","","","","1","1","","","FAS21","","in_stock","Women Polyester Activewear","1236","1236","","","","1","1","1","1","1","women-polyester-activewear","1","15","1","1","2023-09-18T09:59:12.000000Z","1","","","","","96.24","[0,0,0,0,0]","",""
"178","Men Gym Co-Ord Set","The breathable fabric used in our Men Gym Co-Ord Set allows for proper air circulation, keeping you cool and dry even during intense workouts.","simple","1 Item","178","","14","12.6","10","","","","","1","1","1","1","2023-9-1","2025-10-30","FAS22","1","out_of_stock","Men Gym Co-Ord Set","1263","1263","1437","Expect your delivery between 5 and 7 days","Hassle free 7, 15 and 30 days return might be available.","1","","1","1","1","men-gym-co-ord-set","1","15","19","1","2023-09-18T10:12:13.000000Z","2","","","","","136.22","[0,0,0,0,0]","[160,153,161,158,167,168]",""
